0.449067	0.893498
-0.613773	-0.789483
-0.58942	0.807826
-0.997297	0.0734716
0.973115	0.230319
0.452148	-0.891943
-0.33875	-0.940876
-0.187991	0.982171
-0.0094443	-0.999955
-0.0877586	-0.996142
0.822075	-0.569379
-0.856486	-0.516171
0.0296689	-0.99956
0.191662	-0.981461
0.915366	0.402622
0.00608755	-0.999981
-0.412647	-0.910891
-0.798892	-0.601475
0.435309	0.900281
-0.999983	-0.00584806
-0.281888	-0.959447
0.728449	0.6851
-0.468237	-0.883603
-0.994106	0.108415
-0.938433	-0.345461
-0.786857	-0.617135
0.301237	-0.953549
0.0710329	0.997474
0.126933	0.991911
-0.167991	-0.985788
0.619434	0.785049
0.180924	-0.983497
0.750517	-0.660851
0.885236	-0.465142
0.919938	0.392064
-0.827443	0.56155
0.999876	0.0157231
0.776271	0.630399
-0.412122	0.911129
0.935247	-0.353995
-0.378483	0.925608
0.98659	-0.163216
-0.469253	-0.883064
0.974165	0.225838
-0.98503	-0.172383
0.883356	-0.468703
0.162033	-0.986785
-0.484757	-0.874649
-0.884567	0.466414
0.984073	-0.177765
0.91436	0.404902
-0.938301	-0.345821
-0.132542	0.991177
-0.949435	-0.313964
0.999675	0.0255004
-0.905657	-0.42401
0.367898	0.929866
-0.817519	-0.575902
-0.837953	0.545742
0.631551	-0.775334
-0.86081	0.508927
0.632294	-0.774728
0.443233	0.896407
0.371105	-0.928591
0.972672	0.232184
0.331251	-0.943543
0.452491	0.891769
-0.995741	-0.0921978
0.0922461	0.995736
0.94397	0.33003
-0.909282	-0.41618
0.756317	-0.654206
-0.980427	-0.196882
-0.0843198	-0.996439
-0.746894	0.664943
0.795476	0.605984
0.785138	0.619321
-0.472129	-0.881529
-0.855594	-0.517648
-0.996087	-0.0883784
-0.313737	-0.94951
0.244428	-0.969667
-0.924497	0.381188
-0.475506	-0.879712
0.686461	0.727166
-0.344517	-0.93878
-0.916789	0.399372
-0.582584	-0.81277
0.979684	-0.200548
0.168841	-0.985643
-0.817519	-0.575902
-0.37244	0.928056
-0.761623	0.64802
0.204255	-0.978918
-0.790276	0.61275
-0.632815	-0.774303
-0.110274	-0.993901
0.0784903	0.996915
0.869038	0.494746
0.689522	-0.724265
